Species,Accepted,Class,Order,Family,Mass,Mass imputed
Plestiodon brevirostris,Plestiodon brevirostris,Reptilia,Squamata,Scincidae,7.123824437684057,FALSE
Plestiodon callicephalus,Plestiodon callicephalus,Reptilia,Squamata,Scincidae,8.874565293050173,FALSE
Plestiodon capito,Plestiodon capito,Reptilia,Squamata,Scincidae,10.473155891591487,FALSE
Plestiodon chinensis,Plestiodon chinensis,Reptilia,Squamata,Scincidae,55.388728292673285,FALSE
Plestiodon colimensis,Plestiodon colimensis,Reptilia,Squamata,Scincidae,5.356698821433776,FALSE
Plestiodon copei,Plestiodon copei,Reptilia,Squamata,Scincidae,8.874565293050173,FALSE
Plestiodon coreensis,Plestiodon coreensis,Reptilia,Squamata,Scincidae,37.75210202355048,FALSE
Plestiodon dicei,Plestiodon dicei,Reptilia,Squamata,Scincidae,5.627394580588988,FALSE
Plestiodon dugesii,Plestiodon dugesii,Reptilia,Squamata,Scincidae,6.495965564225833,FALSE
Plestiodon egregius,Plestiodon egregius,Reptilia,Squamata,Scincidae,1.6741418616508594,FALSE
Plestiodon elegans,Plestiodon elegans,Reptilia,Squamata,Scincidae,25.201143482113057,FALSE
Plestiodon fasciatus,Plestiodon fasciatus,Reptilia,Squamata,Scincidae,13.22803998483568,FALSE
Plestiodon finitimus,Plestiodon finitimus,Reptilia,Squamata,Scincidae,15.319657749454432,FALSE
Plestiodon gilberti,Plestiodon gilberti,Reptilia,Squamata,Scincidae,35.741448396674336,FALSE
Plestiodon indubitus,Plestiodon indubitus,Reptilia,Squamata,Scincidae,7.792369090659815,FALSE
Plestiodon inexpectatus,Plestiodon inexpectatus,Reptilia,Squamata,Scincidae,14.776797812097925,FALSE
Plestiodon japonicus,Plestiodon japonicus,Reptilia,Squamata,Scincidae,18.869214046118923,FALSE
Plestiodon kishinouyei,Plestiodon kishinouyei,Reptilia,Squamata,Scincidae,124.02846105280614,FALSE
Plestiodon kuchinoshimensis,Plestiodon kuchinoshimensis,Reptilia,Squamata,Scincidae,13.178437644664053,FALSE
Plestiodon lagunensis,Plestiodon lagunensis,Reptilia,Squamata,Scincidae,4.136665335267489,FALSE
Plestiodon laticeps,Plestiodon laticeps,Reptilia,Squamata,Scincidae,68.32506680541056,FALSE
Plestiodon latiscutatus,Plestiodon latiscutatus,Reptilia,Squamata,Scincidae,18.869214046118923,FALSE
Plestiodon liui,Plestiodon liui,Reptilia,Squamata,Scincidae,5.850637588017627,FALSE
Plestiodon longirostris,Plestiodon longirostris,Reptilia,Squamata,Scincidae,10.056292063137443,FALSE
Plestiodon lynxe,Plestiodon lynxe,Reptilia,Squamata,Scincidae,8.503012528994338,FALSE
Plestiodon marginatus,Plestiodon marginatus,Reptilia,Squamata,Scincidae,21.527817347243726,FALSE
Plestiodon multilineatus,Plestiodon multilineatus,Reptilia,Squamata,Scincidae,6.804897234422349,FALSE
Plestiodon multivirgatus,Plestiodon multivirgatus,Reptilia,Squamata,Scincidae,8.874565293050173,FALSE
Plestiodon nietoi,Plestiodon nietoi,Reptilia,Squamata,Scincidae,9.257176666426442,FALSE
Plestiodon obsoletus,Plestiodon obsoletus,Reptilia,Squamata,Scincidae,68.32506680541056,FALSE
Plestiodon ochoterenae,Plestiodon ochoterenae,Reptilia,Squamata,Scincidae,5.095128435935982,FALSE
Plestiodon oshimensis,Plestiodon oshimensis,Reptilia,Squamata,Scincidae,20.840399648060494,FALSE
Plestiodon parviauriculatus,Plestiodon parviauriculatus,Reptilia,Squamata,Scincidae,2.771320682887761,FALSE
Plestiodon parvulus,Plestiodon parvulus,Reptilia,Squamata,Scincidae,3.9181507918061547,FALSE
Plestiodon quadrilineatus,Plestiodon quadrilineatus,Reptilia,Squamata,Scincidae,10.473155891591487,FALSE
Plestiodon reynoldsi,Plestiodon reynoldsi,Reptilia,Squamata,Scincidae,5.356698821433776,FALSE
Plestiodon septentrionalis,Plestiodon septentrionalis,Reptilia,Squamata,Scincidae,15.319657749454432,FALSE
Plestiodon skiltonianus,Plestiodon skiltonianus,Reptilia,Squamata,Scincidae,13.22803998483568,FALSE
Plestiodon stimpsonii,Plestiodon stimpsonii,Reptilia,Squamata,Scincidae,10.473155891591487,FALSE
Plestiodon sumichrasti,Plestiodon sumichrasti,Reptilia,Squamata,Scincidae,21.527817347243726,FALSE
Plestiodon tamdaoensis,Plestiodon tamdaoensis,Reptilia,Squamata,Scincidae,48.988503743843985,FALSE
Plestiodon tetragrammus,Plestiodon tetragrammus,Reptilia,Squamata,Scincidae,8.874565293050173,FALSE
Plestiodon tunganus,Plestiodon tunganus,Reptilia,Squamata,Scincidae,10.901797882007182,FALSE
Prasinohaema flavipes,Prasinohaema flavipes,Reptilia,Squamata,Scincidae,15.932533452036937,FALSE
Prasinohaema parkeri,Prasinohaema parkeri,Reptilia,Squamata,Scincidae,2.771320682887761,FALSE
Prasinohaema prehensicauda,Prasinohaema prehensicauda,Reptilia,Squamata,Scincidae,8.503012528994338,FALSE
Prasinohaema semoni,Prasinohaema semoni,Reptilia,Squamata,Scincidae,8.142339807394338,FALSE
Prasinohaema virens,Prasinohaema virens,Reptilia,Squamata,Scincidae,5.356698821433776,FALSE
Proablepharus barrylyoni,Austroablepharus barrylyoni,Reptilia,Squamata,Scincidae,2.4321576329621735,FALSE
Proablepharus kinghorni,Austroablepharus kinghorni,Reptilia,Squamata,Scincidae,1.6338914757436325,FALSE
Proablepharus naranjicaudus,Austroablepharus naranjicauda,Reptilia,Squamata,Scincidae,2.080942470876141,FALSE
Proablepharus reginae,Proablepharus reginae,Reptilia,Squamata,Scincidae,1.2097038783149425,FALSE
Proablepharus tenuis,Proablepharus tenuis,Reptilia,Squamata,Scincidae,0.5434120693454302,FALSE
Proscelotes aenea,Proscelotes aenea,Reptilia,Squamata,Scincidae,1.7077150387878552,FALSE
Proscelotes arnoldi,Proscelotes arnoldi,Reptilia,Squamata,Scincidae,4.80764899009316,FALSE
Proscelotes eggeli,Proscelotes eggeli,Reptilia,Squamata,Scincidae,5.731385557825128,FALSE
Pseudemoia baudini,Pseudemoia baudini,Reptilia,Squamata,Scincidae,2.771320682887761,FALSE
Pseudemoia cryodroma,Pseudemoia cryodroma,Reptilia,Squamata,Scincidae,4.136665335267489,FALSE
Pseudemoia entrecasteauxii,Pseudemoia entrecasteauxii,Reptilia,Squamata,Scincidae,5.356698821433776,FALSE
Pseudemoia pagenstecheri,Pseudemoia pagenstecheri,Reptilia,Squamata,Scincidae,6.495965564225833,FALSE
Pseudemoia rawlinsoni,Pseudemoia rawlinsoni,Reptilia,Squamata,Scincidae,4.59867549800953,FALSE
Pseudemoia spenceri,Pseudemoia spenceri,Reptilia,Squamata,Scincidae,5.356698821433776,FALSE
Pseudoacontias angelorum,Pseudoacontias angelorum,Reptilia,Squamata,Scincidae,13.174428808821554,FALSE
Pseudoacontias madagascariensis,Pseudoacontias madagascariensis,Reptilia,Squamata,Scincidae,12.17219748910426,FALSE
Pseudoacontias menamainty,Pseudoacontias menamainty,Reptilia,Squamata,Scincidae,15.796848097813433,FALSE
Pseudoacontias unicolor,Pseudoacontias unicolor,Reptilia,Squamata,Scincidae,16.420015207191305,FALSE
Psychosaura agmosticha,Psychosaura agmosticha,Reptilia,Squamata,Scincidae,18.869214046118923,FALSE
Psychosaura macrorhyncha,Psychosaura macrorhyncha,Reptilia,Squamata,Scincidae,12.737779040427554,FALSE
Pygmaeascincus koshlandae,Pygmaeascincus koshlandae,Reptilia,Squamata,Scincidae,0.3530801342133485,FALSE
Pygmaeascincus sadlieri,Pygmaeascincus sadlieri,Reptilia,Squamata,Scincidae,0.4411888528996953,FALSE
Pygmaeascincus timlowi,Pygmaeascincus timlowi,Reptilia,Squamata,Scincidae,0.3954423105304571,FALSE
Pygomeles braconnieri,Pygomeles braconnieri,Reptilia,Squamata,Scincidae,17.985442030644766,FALSE
Pygomeles petteri,Pygomeles petteri,Reptilia,Squamata,Scincidae,7.496948595165959,FALSE
Ristella beddomii,Ristella beddomii,Reptilia,Squamata,Scincidae,1.1169962420351676,FALSE
Ristella guentheri,Ristella guentheri,Reptilia,Squamata,Scincidae,1.1169962420351676,FALSE
Ristella rurkii,Ristella rurkii,Reptilia,Squamata,Scincidae,1.8801997170921168,FALSE
Ristella travancorica,Ristella travancorica,Reptilia,Squamata,Scincidae,1.1169962420351676,FALSE
Saiphos equalis,Saiphos equalis,Reptilia,Squamata,Scincidae,4.441027976047313,FALSE
Saproscincus basiliscus,Saproscincus basiliscus,Reptilia,Squamata,Scincidae,2.266488647058714,FALSE
Saproscincus challengeri,Saproscincus challengeri,Reptilia,Squamata,Scincidae,3.5052573529754367,FALSE
Saproscincus czechurai,Saproscincus czechurai,Reptilia,Squamata,Scincidae,1.1169962420351676,FALSE
Saproscincus eungellensis,Saproscincus eungellensis,Reptilia,Squamata,Scincidae,5.907388565054721,FALSE
Saproscincus hannahae,Saproscincus hannahae,Reptilia,Squamata,Scincidae,1.3379905497089393,FALSE
Saproscincus lewisi,Saproscincus lewisi,Reptilia,Squamata,Scincidae,1.4108136177382065,FALSE
Saproscincus mustelinus,Saproscincus mustelinus,Reptilia,Squamata,Scincidae,5.095128435935982,FALSE
Saproscincus oriarus,Saproscincus oriarus,Reptilia,Squamata,Scincidae,1.4108136177382065,FALSE
Saproscincus rosei,Saproscincus rosei,Reptilia,Squamata,Scincidae,5.356698821433776,FALSE
Saproscincus saltus,Saproscincus saltus,Reptilia,Squamata,Scincidae,1.4002468230730134,FALSE
Saproscincus spectabilis,Saproscincus spectabilis,Reptilia,Squamata,Scincidae,4.136665335267489,FALSE
Saproscincus tetradactylus,Saproscincus tetradactylus,Reptilia,Squamata,Scincidae,0.35218143524137396,FALSE
Scelotes anguineus,Scelotes anguineus,Reptilia,Squamata,Scincidae,1.6101992202638156,FALSE
Scelotes arenicolus,Scelotes arenicolus,Reptilia,Squamata,Scincidae,1.8420870353893686,FALSE
Scelotes bicolor,Scelotes arenicolus,Reptilia,Squamata,Scincidae,0.43669657120487293,FALSE
Scelotes bidigittatus,Scelotes bidigittatus,Reptilia,Squamata,Scincidae,3.4431904413032117,FALSE
Scelotes bipes,Scelotes bipes,Reptilia,Squamata,Scincidae,4.322652482023964,FALSE
Scelotes bourquini,Scelotes guentheri,Reptilia,Squamata,Scincidae,6.601209621535717,FALSE
Scelotes caffer,Scelotes caffer,Reptilia,Squamata,Scincidae,1.2450206880411503,FALSE
Scelotes capensis,Scelotes capensis,Reptilia,Squamata,Scincidae,3.5052573529754367,FALSE
Scelotes duttoni,Scelotes duttoni,Reptilia,Squamata,Scincidae,1.8108267275645227,FALSE
Scelotes fitzsimonsi,Scelotes fitzsimonsi,Reptilia,Squamata,Scincidae,2.027948454052387,FALSE
Scelotes gronovii,Scelotes gronovii,Reptilia,Squamata,Scincidae,2.2598642662863204,FALSE
Scelotes guentheri,Scelotes guentheri,Reptilia,Squamata,Scincidae,5.457578610912709,FALSE
Scelotes inornatus,Scelotes inornatus,Reptilia,Squamata,Scincidae,4.20617640662362,FALSE
Scelotes insularis,Scelotes insularis,Reptilia,Squamata,Scincidae,1.8108267275645227,FALSE
Scelotes kasneri,Scelotes kasneri,Reptilia,Squamata,Scincidae,10.241834742962784,FALSE
Scelotes limpopoensis,Scelotes limpopoensis,Reptilia,Squamata,Scincidae,3.6519395827001584,FALSE
Scelotes mirus,Scelotes mirus,Reptilia,Squamata,Scincidae,12.737779040427554,FALSE
Scelotes montispectus,Scelotes montispectus,Reptilia,Squamata,Scincidae,11.251309256908941,FALSE
Scelotes mossambicus,Scelotes mossambicus,Reptilia,Squamata,Scincidae,2.680102741572759,FALSE
Scelotes poensis,Scelotes poensis,Reptilia,Squamata,Scincidae,2.9529619978876824,FALSE
Scelotes schebeni,Melanoseps occidentalis,Reptilia,Squamata,Scincidae,2.2598642662863204,FALSE
Scelotes sexlineatus,Scelotes sexlineatus,Reptilia,Squamata,Scincidae,5.191715181900887,FALSE
Scelotes uluguruensis,Scelotes uluguruensis,Reptilia,Squamata,Scincidae,3.9788829743314724,FALSE
Scelotes vestigifer,Scelotes vestigifer,Reptilia,Squamata,Scincidae,2.7693076156070973,FALSE
Scincella apraefrontalis,Scincella apraefrontalis,Reptilia,Squamata,Scincidae,0.8020302614806084,FALSE
Scincella assatus,Scincella assata,Reptilia,Squamata,Scincidae,3.1234253014593003,FALSE
Scincella barbouri,Scincella barbouri,Reptilia,Squamata,Scincidae,2.012463234371778,FALSE
Scincella boettgeri,Scincella boettgeri,Reptilia,Squamata,Scincidae,3.310542281774319,FALSE
Scincella capitanea,Scincella capitanea,Reptilia,Squamata,Scincidae,9.852220474856198,FALSE
Scincella caudaequinae,Scincella caudaequinae,Reptilia,Squamata,Scincidae,2.1510135293384818,FALSE
Scincella cherriei,Scincella cherriei,Reptilia,Squamata,Scincidae,6.1968542119819015,FALSE
Scincella darevskii,Scincella darevskii,Reptilia,Squamata,Scincidae,14.563423806834656,FALSE
Scincella devorator,Scincella devorator,Reptilia,Squamata,Scincidae,4.294536349338037,FALSE
Scincella doriae,Scincella doriae,Reptilia,Squamata,Scincidae,3.9181507918061547,FALSE
Scincella forbesora,Scincella forbesorum,Reptilia,Squamata,Scincidae,4.363450333288476,FALSE
Scincella formosensis,Scincella formosensis,Reptilia,Squamata,Scincidae,1.919228229732309,FALSE
Scincella gemmingeri,Scincella gemmingeri,Reptilia,Squamata,Scincidae,5.356698821433776,FALSE
Scincella huanrenensis,Scincella huanrenensis,Reptilia,Squamata,Scincidae,4.622668782022286,FALSE
Scincella incerta,Scincella incerta,Reptilia,Squamata,Scincidae,5.907388565054721,FALSE
Scincella inconspicua,Scincella,Reptilia,Squamata,Scincidae,3.310542281774319,FALSE
Scincella kikaapoa,Scincella kikaapoa,Reptilia,Squamata,Scincidae,2.14534879150824,FALSE
Scincella lateralis,Scincella lateralis,Reptilia,Squamata,Scincidae,3.9181507918061547,FALSE
Scincella macrotis,Scincella macrotis,Reptilia,Squamata,Scincidae,0.21463576913163132,FALSE
Scincella melanosticta,Scincella melanosticta,Reptilia,Squamata,Scincidae,5.356698821433776,FALSE
Scincella modesta,Scincella modesta,Reptilia,Squamata,Scincidae,5.766218471637312,FALSE
Scincella monticola,Scincella monticola,Reptilia,Squamata,Scincidae,3.9181507918061547,FALSE
Scincella ochracea,Scincella ochracea,Reptilia,Squamata,Scincidae,2.4476205960056325,FALSE
Scincella potanini,Scincella potanini,Reptilia,Squamata,Scincidae,1.5759936924722604,FALSE
Scincella przewalskii,Scincella przewalskii,Reptilia,Squamata,Scincidae,1.4108136177382065,FALSE
Scincella punctatolineata,Scincella punctatolineata,Reptilia,Squamata,Scincidae,1.1351308451223991,FALSE
Scincella rara,Scincella rara,Reptilia,Squamata,Scincidae,8.503012528994338,FALSE
Scincella reevesii,Scincella reevesii,Reptilia,Squamata,Scincidae,4.136665335267489,FALSE
Scincella rufocaudatus,Scincella rufocaudata,Reptilia,Squamata,Scincidae,2.4476205960056325,FALSE
Scincella rupicola,Scincella rupicola,Reptilia,Squamata,Scincidae,1.5195279470406977,FALSE
Scincella schmidti,Scincella schmidti,Reptilia,Squamata,Scincidae,1.8544872849866763,FALSE
Scincella silvicola,Scincella silvicola,Reptilia,Squamata,Scincidae,3.7491802191301806,FALSE
Scincella tsinlingensis,Scincella tsinlingensis,Reptilia,Squamata,Scincidae,6.804897234422349,FALSE
Scincella vandenburghi,Scincella vandenburghi,Reptilia,Squamata,Scincidae,2.873909619172066,FALSE
Scincella victoriana,Scincella victoriana,Reptilia,Squamata,Scincidae,9.141221449171125,FALSE
Scincopus fasciatus,Scincopus fasciatus,Reptilia,Squamata,Scincidae,247.3647090928005,FALSE
Scincus albifasciatus,Scincus albifasciatus,Reptilia,Squamata,Scincidae,51.48361263527932,FALSE
Scincus hemprichii,Scincus hemprichii,Reptilia,Squamata,Scincidae,63.803929575012106,FALSE
Scincus mitranus,Scincus mitranus,Reptilia,Squamata,Scincidae,55.388728292673285,FALSE
Scincus scincus,Scincus scincus,Reptilia,Squamata,Scincidae,74.69089680605201,FALSE
Scolecoseps acontias,Scolecoseps acontias,Reptilia,Squamata,Scincidae,3.7593855345359395,FALSE
Scolecoseps boulengeri,Scolecoseps boulengeri,Reptilia,Squamata,Scincidae,3.4088275644721655,FALSE
Scolecoseps litipoensis,Scolecoseps litipoensis,Reptilia,Squamata,Scincidae,2.64560874220616,FALSE
Sepsina alberti,Sepsina alberti,Reptilia,Squamata,Scincidae,1.2450206880411503,FALSE
Sepsina angolensis,Sepsina angolensis,Reptilia,Squamata,Scincidae,4.322652482023964,FALSE
Sepsina bayoni,Sepsina bayonii,Reptilia,Squamata,Scincidae,2.340510738203367,FALSE
Sepsina copei,Sepsina copei,Reptilia,Squamata,Scincidae,3.14368083882973,FALSE
Sepsina tetradactyla,Sepsina tetradactyla,Reptilia,Squamata,Scincidae,4.441027976047313,FALSE
Sepsophis punctatus,Sepsophis punctatus,Reptilia,Squamata,Scincidae,11.756041838199497,FALSE
Sigaloseps deplanchei,Sigaloseps deplanchei,Reptilia,Squamata,Scincidae,1.7540623953940022,FALSE
Sigaloseps ruficauda,Sigaloseps ruficauda,Reptilia,Squamata,Scincidae,4.136665335267489,FALSE
Silvascincus murrayi,Silvascincus murrayi,Reptilia,Squamata,Scincidae,27.60103107219323,FALSE
Silvascincus tryoni,Silvascincus tryoni,Reptilia,Squamata,Scincidae,24.434342266097524,FALSE
Simiscincus aurantiacus,Simiscincus aurantiacus,Reptilia,Squamata,Scincidae,12.737779040427554,FALSE
Sirenoscincus mobydick,Voeltzkowia mobydick,Reptilia,Squamata,Scincidae,2.2999770209131682,FALSE
Sirenoscincus yamagishii,Voeltzkowia yamagishii,Reptilia,Squamata,Scincidae,3.8680456597176716,FALSE
Sphenomorphus acutus,Sphenomorphus acutus,Reptilia,Squamata,Scincidae,8.91232585666909,FALSE
Sphenomorphus aignanus,Sphenomorphus aignanus,Reptilia,Squamata,Scincidae,10.473155891591487,FALSE
Sphenomorphus alfredi,Sphenomorphus alfredi,Reptilia,Squamata,Scincidae,0.6001799900652287,FALSE
Sphenomorphus annectens,Sphenomorphus annectens,Reptilia,Squamata,Scincidae,2.012463234371778,FALSE
Sphenomorphus anomalopus,Sphenomorphus anomalopus,Reptilia,Squamata,Scincidae,6.804897234422349,FALSE
Sphenomorphus anotus,Sphenomorphus anotus,Reptilia,Squamata,Scincidae,0.6001799900652287,FALSE
Sphenomorphus apalpebratus,Sphenomorphus apalpebratus,Reptilia,Squamata,Scincidae,1.3075911092358568,FALSE
Sphenomorphus bacboensis,Sphenomorphus bacboensis,Reptilia,Squamata,Scincidae,1.3075911092358568,FALSE
Sphenomorphus bignelli,Sphenomorphus bignelli,Reptilia,Squamata,Scincidae,0.7257644894207933,FALSE
Sphenomorphus brunneus,Sphenomorphus brunneus,Reptilia,Squamata,Scincidae,13.731173888832098,FALSE
Sphenomorphus buenloicus,Sphenomorphus buenloicus,Reptilia,Squamata,Scincidae,3.310542281774319,FALSE
Sphenomorphus buettikoferi,Sphenomorphus buettikoferi,Reptilia,Squamata,Scincidae,0.7257644894207933,FALSE
Sphenomorphus bukitensis,Tytthoscincus bukitensis,Reptilia,Squamata,Scincidae,1.5195279470406977,FALSE
Sphenomorphus butleri,Sphenomorphus,Reptilia,Squamata,Scincidae,1.5195279470406977,FALSE
Sphenomorphus cameronicus,Sphenomorphus cameronicus,Reptilia,Squamata,Scincidae,6.804897234422349,FALSE
Sphenomorphus capitolythos,Sphenomorphus capitolythos,Reptilia,Squamata,Scincidae,10.685993311094089,FALSE
Sphenomorphus celebense,Sphenomorphus celebensis,Reptilia,Squamata,Scincidae,4.026384838126017,FALSE
Sphenomorphus cinereus,Sphenomorphus cinereus,Reptilia,Squamata,Scincidae,25.201143482113057,FALSE
Sphenomorphus concinnatus,Sphenomorphus concinnatus,Reptilia,Squamata,Scincidae,6.804897234422349,FALSE
Sphenomorphus consobrinus,Sphenomorphus consobrinus,Reptilia,Squamata,Scincidae,0.9465013396765573,FALSE
Sphenomorphus cophias,Sphenomorphus cophias,Reptilia,Squamata,Scincidae,1.7540623953940022,FALSE
Sphenomorphus courcyanum,Sphenomorphus courcyanus,Reptilia,Squamata,Scincidae,1.5195279470406977,FALSE
Sphenomorphus cranei,Sphenomorphus cranei,Reptilia,Squamata,Scincidae,10.056292063137443,FALSE
Sphenomorphus crassus,Sphenomorphus crassus,Reptilia,Squamata,Scincidae,11.342399216286998,FALSE
Sphenomorphus cryptotis,Sphenomorphus cryptotis,Reptilia,Squamata,Scincidae,11.795141628970443,FALSE
Sphenomorphus cyanolaemus,Sphenomorphus cyanolaemus,Reptilia,Squamata,Scincidae,4.181355278971723,FALSE
Sphenomorphus darlingtoni,Sphenomorphus darlingtoni,Reptilia,Squamata,Scincidae,5.095128435935982,FALSE
Sphenomorphus derooyae,Sphenomorphus derooyae,Reptilia,Squamata,Scincidae,12.737779040427554,FALSE
Sphenomorphus diwata,Sphenomorphus diwata,Reptilia,Squamata,Scincidae,4.136665335267489,FALSE
Sphenomorphus dussumieri,Sphenomorphus dussumieri,Reptilia,Squamata,Scincidae,5.095128435935982,FALSE
Sphenomorphus fasciatus,Sphenomorphus fasciatus,Reptilia,Squamata,Scincidae,39.83950750066363,FALSE
Sphenomorphus forbesi,Sphenomorphus forbesi,Reptilia,Squamata,Scincidae,3.9181507918061547,FALSE
Sphenomorphus fragilis,Sphenomorphus fragilis,Reptilia,Squamata,Scincidae,2.94374000569286,FALSE
Sphenomorphus fragosus,Sphenomorphus fragosus,Reptilia,Squamata,Scincidae,7.792369090659815,FALSE
Sphenomorphus fuscolineatus,Sphenomorphus fuscolineatus,Reptilia,Squamata,Scincidae,3.9181507918061547,FALSE
Sphenomorphus grandisonae,Sphenomorphus grandisonae,Reptilia,Squamata,Scincidae,0.4411888528996953,FALSE
Sphenomorphus granulatus,Sphenomorphus granulatus,Reptilia,Squamata,Scincidae,6.804897234422349,FALSE
Sphenomorphus haasi,Sphenomorphus haasi,Reptilia,Squamata,Scincidae,3.5052573529754367,FALSE
Sphenomorphus incognitus,Sphenomorphus incognitus,Reptilia,Squamata,Scincidae,29.028674123049115,FALSE
Sphenomorphus indicus,Sphenomorphus indicus,Reptilia,Squamata,Scincidae,24.969384382536592,FALSE
Sphenomorphus ishaki,Tytthoscincus ishaki,Reptilia,Squamata,Scincidae,2.2960119495019438,FALSE
Sphenomorphus jobiensis,Sphenomorphus jobiensis,Reptilia,Squamata,Scincidae,34.76440870260976,FALSE
Sphenomorphus kinabaluensis,Sphenomorphus kinabaluensis,Reptilia,Squamata,Scincidae,3.9181507918061547,FALSE
